name,module,category,time,timedAction,tags,skillRequired,xpAward,needToBeLearn,autoLearnAll,autoLearnAny,allowBatchCraft,metaRecipe,onCreate,tooltip,inputTypes,inputTags,inputFluids,inputCount,outputTypes,itemMappers,fluidIO,split,datasetTypes,foodItemTypes,deltaCalories,deltaCarbohydrates,deltaLipids,deltaProteins,deltaHungerChange,deltaThirstChange,deltaAbsentMacros,deltaReason,inputsRaw,outputsRaw,sourceFile,sourceLine
DismantleShortImplement,Base,Assembly,100,ChoppingBlock_Hammer,AnySurfaceCraft,,,,,,,,,,Base.BallPeenHammer;Base.BallPeenHammerForged;Base.ClubHammer;Base.ClubHammerForged;Base.Hammer;Base.HammerForged;Base.HandAxe;Base.HandAxeForged;Base.HandAxe_Old;Base.Hatchet_Bone;Base.Mace;Base.Mace_Stone;Base.SmithingHammer,base:clubhammer;base:hammer;base:mallet,,2,Base.BallPeenHammerHead;Base.ClawhammerHead;Base.ClubHammerHead;Base.HandAxeHead;Base.HatchetHead_Bone;Base.MaceHead;Base.OldAxeHead;Base.SmithingHammerHead;Base.StoneMaceHead,ThingMapper,false,false,,,,,,,,,,multi-type: item 1 [Base.BallPeenHammer;Base.BallPeenHammerForged;Base.ClubHammer;Base.ClubHammerForged;Base.Hammer;Base.HammerForged;Base.HandAxe;Base.HandAxeForged;Base.HandAxe_Old;Base.Mace;Base.Mace_Stone;Base.SmithingHammer;Base.Hatchet_Bone] flags[InheritHeadCondition;InheritSharpness;Prop2;AllowDestroyedItem] mappers[ThingMapper] ; multi-type: item 1 mapper:ThingMapper,item 1 tags[base:hammer;base:clubhammer;base:mallet] mode:keep flags[Prop1;MayDegradeLight] | item 1 [Base.BallPeenHammer;Base.BallPeenHammerForged;Base.ClubHammer;Base.ClubHammerForged;Base.Hammer;Base.HammerForged;Base.HandAxe;Base.HandAxeForged;Base.HandAxe_Old;Base.Mace;Base.Mace_Stone;Base.SmithingHammer;Base.Hatchet_Bone] flags[InheritHeadCondition;InheritSharpness;Prop2;AllowDestroyedItem] mappers[ThingMapper],item 1 mapper:ThingMapper,recipes/recipes_disassembly.txt,150
DivideShoulderpads,Base,Tailoring,180,CraftArmourPiece,AnySurfaceCraft,Tailoring:1,Tailoring:9,,,,,,,,Base.LeatherStrips;Base.Shoulderpads_Football;Base.Shoulderpads_FootballOnTop;Base.Shoulderpads_FootballOnTop_Spiked,base:heavythread;base:scissors;base:sewingneedle;base:sharpknife,,5,Base.Shoulderpad_Football_Spiked_L;Base.Shoulderpad_Football_Spiked_R,padMapperL;padMapperR,false,false,,,,,,,,,,multi-type: item 1 [Base.Shoulderpads_Football;Base.Shoulderpads_FootballOnTop;Base.Shoulderpads_FootballOnTop_Spiked] flags[IsNotWorn;CopyClothing] mappers[padMapperL;padMapperR] ; tags-only: item 2 tags[base:heavythread] ; not-in-dataset: item 4 [Base.LeatherStrips] mode:destroy ; not-in-dataset: item 1 mapper:padMapperL ; not-in-dataset: item 1 mapper:padMapperR,item 1 [Base.Shoulderpads_Football;Base.Shoulderpads_FootballOnTop;Base.Shoulderpads_FootballOnTop_Spiked] flags[IsNotWorn;CopyClothing] mappers[padMapperL;padMapperR] | item 1 tags[base:scissors;base:sharpknife] mode:keep flags[IsNotDull;MayDegradeLight] | item 1 tags[base:sewingneedle] mode:keep flags[MayDegradeLight] | item 2 tags[base:heavythread] | item 4 [Base.LeatherStrips] mode:destroy,item 1 mapper:padMapperL | item 1 mapper:padMapperR,recipes/recipes_tailoring_armor.txt,807
DouseCottonInAlcohol,Base,Medical,20,ApplyAlcohol,InHandCraft;Health,,,,,,,,,,*;Base.CottonBalls,,RubbingAlcohol;Vodka;Whiskey,2,Base.AlcoholedCottonBalls,,true,false,Base.AlcoholedCottonBalls,Base.AlcoholedCottonBalls,,,,,,,,not-in-dataset: item 1 [Base.CottonBalls] ; wildcard: item 1 [*],item 1 [Base.CottonBalls] | item 1 [*] | -fluid 0.1 [RubbingAlcohol;Vodka;Whiskey],item 1 Base.AlcoholedCottonBalls,recipes/recipes_medical.txt,150
DrawRandomCard,Base,Miscellaneous,20,DrawCard,InHandCraft;RightClickOnly,,,,,,false,,RecipeCodeOnCreate.drawRandomCard,,Base.CardDeck,,,1,,,false,false,,,,,,,,,,no-outputs,item 1 [Base.CardDeck] mode:keep,,recipes/recipes_cardsAndDice.txt,3
DrillPlank,Base,Miscellaneous,40,Making,AnySurfaceCraft,,Carving:1,,,,,,,,Base.LargeBranch;Base.Log;Base.Plank,base:drillwood;base:drillwoodpoor;base:dullknife;base:screwdriver;base:sharpknife,,2,Base.PercedWood,,false,false,,,,,,,,,,multi-type: item 1 [Base.Plank;Base.Log;Base.LargeBranch] flags[Prop2] ; not-in-dataset: item 1 Base.PercedWood,item 1 [Base.Plank;Base.Log;Base.LargeBranch] flags[Prop2] | item 1 tags[base:screwdriver;base:dullknife;base:sharpknife;base:drillwood;base:drillwoodpoor] mode:keep flags[Prop1;MayDegradeLight],item 1 Base.PercedWood,recipes/recipes_survivalist.txt,3
Drill_Draw_Plate,Base,Metalworking,50,Making,StandingDrillPress,MetalWelding:3,MetalWelding:10,true,,,,,,,Base.SteelBarQuarter,,,1,Base.DrawPlate,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.SteelBarQuarter] ; not-in-dataset: item 1 Base.DrawPlate,item 1 [Base.SteelBarQuarter],item 1 Base.DrawPlate,entities/blacksmith/craftRecipes/recipes_blacksmith_standingdrill.txt,105
Drill_Heading_Tool,Base,Metalworking,50,Making,StandingDrillPress,MetalWelding:3,MetalWelding:10,true,,,,,,,,base:barstockquarter,,1,Base.HeadingTool,,false,false,,,,,,,,,,tags-only: item 1 tags[base:barstockquarter] ; not-in-dataset: item 1 Base.HeadingTool,item 1 tags[base:barstockquarter],item 1 Base.HeadingTool,entities/blacksmith/craftRecipes/recipes_blacksmith_standingdrill.txt,124
Drill_Iron_Block,Base,Metalworking,50,Welding,StandingDrillPress,MetalWelding:2,,,,,,,,,Base.IronBlock,,,1,Base.PiercedIronBlock,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.IronBlock] ; not-in-dataset: item 1 Base.PiercedIronBlock,item 1 [Base.IronBlock],item 1 Base.PiercedIronBlock,entities/blacksmith/craftRecipes/recipes_blacksmith_standingdrill.txt,54
Drill_Iron_Chunk,Base,Metalworking,200,Welding,StandingDrillPress,MetalWelding:1,,,,,,,,,Base.IronChunk,,,1,Base.PiercedIronChunk,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.IronChunk] ; not-in-dataset: item 1 Base.PiercedIronChunk,item 1 [Base.IronChunk],item 1 Base.PiercedIronChunk,entities/blacksmith/craftRecipes/recipes_blacksmith_standingdrill.txt,88
Drill_Iron_Ingot,Base,Metalworking,100,Welding,StandingDrillPress,MetalWelding:3,,,,,,,,,Base.IronIngot,,,1,Base.PiercedIronIngot,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.IronIngot] ; not-in-dataset: item 1 Base.PiercedIronIngot,item 1 [Base.IronIngot],item 1 Base.PiercedIronIngot,entities/blacksmith/craftRecipes/recipes_blacksmith_standingdrill.txt,20
Drill_Steel_Block,Base,Metalworking,50,Welding,StandingDrillPress,MetalWelding:3,,,,,,,,,Base.SteelBlock,,,1,Base.PiercedSteelBlock,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.SteelBlock] ; not-in-dataset: item 1 Base.PiercedSteelBlock,item 1 [Base.SteelBlock],item 1 Base.PiercedSteelBlock,entities/blacksmith/craftRecipes/recipes_blacksmith_standingdrill.txt,37
Drill_Steel_Chunk,Base,Metalworking,200,Welding,StandingDrillPress,MetalWelding:2,,,,,,,,,Base.SteelChunk,,,1,Base.PiercedSteelChunk,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.SteelChunk] ; not-in-dataset: item 1 Base.PiercedSteelChunk,item 1 [Base.SteelChunk],item 1 Base.PiercedSteelChunk,entities/blacksmith/craftRecipes/recipes_blacksmith_standingdrill.txt,71
Drill_Steel_Ingot,Base,Metalworking,100,Welding,StandingDrillPress,MetalWelding:4,,,,,,,,,Base.SteelIngot,,,1,Base.PiercedSteelIngot,,false,false,,,,,,,,,,not-in-dataset: item 1 [Base.SteelIngot] ; not-in-dataset: item 1 Base.PiercedSteelIngot,item 1 [Base.SteelIngot],item 1 Base.PiercedSteelIngot,entities/blacksmith/craftRecipes/recipes_blacksmith_standingdrill.txt,3
DryBarley,Base,Farming,172800,,DryingRackGrain,,,,,,,,,,Base.BarleySheaf,,,1,Base.BarleySheafDried,,false,false,Base.BarleySheaf;Base.BarleySheafDried,Base.BarleySheaf;Base.BarleySheafDried,,,,,,,,variable-amount: item variable[1:20] [Base.BarleySheaf] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.BarleySheafDried,item variable[1:20] [Base.BarleySheaf] flags[ItemCount] mode:destroy,item variable[1:20] Base.BarleySheafDried,entities/agricultural/workstations/entity_Drying_Rack_craftRecipe.txt,115
DryBasil,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Basil,,,1,Base.BasilDried,,false,false,Base.Basil;Base.BasilDried,Base.Basil;Base.BasilDried,,,,,,,,variable-amount: item variable[1:20] [Base.Basil] ; variable-amount: item variable[1:20] Base.BasilDried,item variable[1:20] [Base.Basil],item variable[1:20] Base.BasilDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,3
DryBlackSage,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.BlackSage,,,1,Base.BlackSageDried,,false,false,Base.BlackSage;Base.BlackSageDried,Base.BlackSage;Base.BlackSageDried,,,,,,,,variable-amount: item variable[1:20] [Base.BlackSage] ; variable-amount: item variable[1:20] Base.BlackSageDried,item variable[1:20] [Base.BlackSage],item variable[1:20] Base.BlackSageDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,179
DryBroadleafPlantain,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Plantain,,,1,Base.PlantainDried,,false,false,Base.Plantain;Base.PlantainDried,Base.Plantain;Base.PlantainDried,,,,,,,,variable-amount: item variable[1:20] [Base.Plantain] ; variable-amount: item variable[1:20] Base.PlantainDried,item variable[1:20] [Base.Plantain],item variable[1:20] Base.PlantainDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,227
DryChamomile,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Chamomile,,,1,Base.ChamomileDried,,false,false,Base.Chamomile;Base.ChamomileDried,Base.Chamomile;Base.ChamomileDried,,,,,,,,variable-amount: item variable[1:20] [Base.Chamomile] ; variable-amount: item variable[1:20] Base.ChamomileDried,item variable[1:20] [Base.Chamomile],item variable[1:20] Base.ChamomileDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,19
DryChives,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Chives,,,1,Base.ChivesDried,,false,false,Base.Chives;Base.ChivesDried,Base.Chives;Base.ChivesDried,,,,,,,,variable-amount: item variable[1:20] [Base.Chives] ; variable-amount: item variable[1:20] Base.ChivesDried,item variable[1:20] [Base.Chives],item variable[1:20] Base.ChivesDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,35
DryCilantro,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Cilantro,,,1,Base.CilantroDried,,false,false,Base.Cilantro;Base.CilantroDried,Base.Cilantro;Base.CilantroDried,,,,,,,,variable-amount: item variable[1:20] [Base.Cilantro] ; variable-amount: item variable[1:20] Base.CilantroDried,item variable[1:20] [Base.Cilantro],item variable[1:20] Base.CilantroDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,51
DryComfrey,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Comfrey,,,1,Base.ComfreyDried,,false,false,Base.Comfrey;Base.ComfreyDried,Base.Comfrey;Base.ComfreyDried,,,,,,,,variable-amount: item variable[1:20] [Base.Comfrey] ; variable-amount: item variable[1:20] Base.ComfreyDried,item variable[1:20] [Base.Comfrey],item variable[1:20] Base.ComfreyDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,195
DryCommonMallow,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.CommonMallow,,,1,Base.CommonMallowDried,,false,false,Base.CommonMallow;Base.CommonMallowDried,Base.CommonMallow;Base.CommonMallowDried,,,,,,,,variable-amount: item variable[1:20] [Base.CommonMallow] ; variable-amount: item variable[1:20] Base.CommonMallowDried,item variable[1:20] [Base.CommonMallow],item variable[1:20] Base.CommonMallowDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,211
DryCorn,Base,Farming,172800,,DryingRackGrain,,,,,,,,,,Base.Corn,,,1,Base.CornSeed,,false,false,Base.Corn;Base.CornSeed,Base.Corn;Base.CornSeed,,,,,,,,variable-amount: item variable[1:20] [Base.Corn] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.CornSeed,item variable[1:20] [Base.Corn] flags[ItemCount] mode:destroy,item variable[1:20] Base.CornSeed,entities/agricultural/workstations/entity_Drying_Rack_craftRecipe.txt,3
DryFlax,Base,Farming,172800,,DryingRackGrain,,,,,,,,,,Base.Flax,,,1,Base.FlaxDried,,false,false,Base.Flax,Base.Flax,,,,,,,,variable-amount: item variable[1:20] [Base.Flax] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.FlaxDried,item variable[1:20] [Base.Flax] flags[ItemCount] mode:destroy,item variable[1:20] Base.FlaxDried,entities/agricultural/workstations/entity_Drying_Rack_craftRecipe.txt,51
DryGrass,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.GrassTuft,,,1,Base.HayTuft,,false,false,Base.GrassTuft;Base.HayTuft,Base.GrassTuft;Base.HayTuft,,,,,,,,variable-amount: item variable[1:20] [Base.GrassTuft] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.HayTuft,item variable[1:20] [Base.GrassTuft] flags[ItemCount] mode:destroy,item variable[1:20] Base.HayTuft,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,387
DryGreenpeas,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Greenpeas,,,1,Base.GreenpeasSeed,,false,false,Base.Greenpeas;Base.GreenpeasSeed,Base.Greenpeas;Base.GreenpeasSeed,,,,,,,,variable-amount: item variable[1:20] [Base.Greenpeas] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.GreenpeasSeed,item variable[1:20] [Base.Greenpeas] flags[ItemCount] mode:destroy,item variable[1:20] Base.GreenpeasSeed,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,291
DryHabaneros,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.PepperHabanero,,,1,Base.PepperHabaneroDried,,false,false,Base.PepperHabanero;Base.PepperHabaneroDried,Base.PepperHabanero;Base.PepperHabaneroDried,,,,,,,,variable-amount: item variable[1:20] [Base.PepperHabanero] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.PepperHabaneroDried,item variable[1:20] [Base.PepperHabanero] flags[ItemCount] mode:destroy,item variable[1:20] Base.PepperHabaneroDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,275
DryHemp,Base,Farming,172800,,DryingRackGrain,,,,,,,,,,Base.HempBundle,,,1,Base.HempBundleDried,,false,false,Base.HempBundle;Base.HempBundleDried,Base.HempBundle;Base.HempBundleDried,,,,,,,,variable-amount: item variable[1:20] [Base.HempBundle] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.HempBundleDried,item variable[1:20] [Base.HempBundle] flags[ItemCount] mode:destroy,item variable[1:20] Base.HempBundleDried,entities/agricultural/workstations/entity_Drying_Rack_craftRecipe.txt,99
DryHops,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Hops,,,1,Base.HopsDried,,false,false,Base.Hops;Base.HopsDried,Base.Hops;Base.HopsDried,,,,,,,,variable-amount: item variable[1:20] [Base.Hops] mode:destroy ; variable-amount: item variable[1:20] Base.HopsDried,item variable[1:20] [Base.Hops] mode:destroy,item variable[1:20] Base.HopsDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,371
DryJalapenos,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.PepperJalapeno,,,1,Base.PepperJalapenoDried,,false,false,Base.PepperJalapeno;Base.PepperJalapenoDried,Base.PepperJalapeno;Base.PepperJalapenoDried,,,,,,,,variable-amount: item variable[1:20] [Base.PepperJalapeno] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.PepperJalapenoDried,item variable[1:20] [Base.PepperJalapeno] flags[ItemCount] mode:destroy,item variable[1:20] Base.PepperJalapenoDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,259
DryLargeLeather,Base,Farming,604800,,DryLeatherLarge,,,,,,,,,,,base:leathercrudewetlarge;base:leatherfurwetlarge,,1,Base.CowLeather_Angus_Fur_Tan;Base.CowLeather_Holstein_Fur_Tan;Base.CowLeather_Simmental_Fur_Tan;Base.DeerLeather_Fur_Tan;Base.Leather_Crude_Large_Tan,DryLeatherLarge,false,false,,,,,,,,,,tags-only: item 1 tags[base:leathercrudewetlarge;base:leatherfurwetlarge] mappers[DryLeatherLarge] overlayMapper ; multi-type: item 1 mapper:DryLeatherLarge,item 1 tags[base:leathercrudewetlarge;base:leatherfurwetlarge] mappers[DryLeatherLarge] overlayMapper,item 1 mapper:DryLeatherLarge,entities/animals/craftRecipes/recipes_leather_prep.txt,54
DryLavender,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Lavender,,,1,Base.LavenderPetalsDried,,false,false,Base.Lavender;Base.LavenderPetalsDried,Base.Lavender;Base.LavenderPetalsDried,,,,,,,,variable-amount: item variable[1:20] [Base.Lavender] mode:destroy ; variable-amount: item variable[1:20] Base.LavenderPetalsDried,item variable[1:20] [Base.Lavender] mode:destroy,item variable[1:20] Base.LavenderPetalsDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,339
DryMarigold,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Marigold,,,1,Base.MarigoldDried,,false,false,Base.Marigold;Base.MarigoldDried,Base.Marigold;Base.MarigoldDried,,,,,,,,variable-amount: item variable[1:20] [Base.Marigold] ; variable-amount: item variable[1:20] Base.MarigoldDried,item variable[1:20] [Base.Marigold],item variable[1:20] Base.MarigoldDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,67
DryMediumLeather,Base,Farming,604800,,DryLeatherMedium,,,,,,,,,,,base:leathercrudewetmedium;base:leatherfurwetmedium,,1,Base.DeerLeather_Fur_Tan;Base.Leather_Crude_Medium_Tan;Base.PigLeather_Black_Fur_Tan;Base.PigLeather_Landrace_Fur_Tan;Base.SheepLeather_Fur_Tan,DryLeatherMedium,false,false,,,,,,,,,,tags-only: item 1 tags[base:leathercrudewetmedium;base:leatherfurwetmedium] mappers[DryLeatherMedium] overlayMapper ; multi-type: item 1 mapper:DryLeatherMedium,item 1 tags[base:leathercrudewetmedium;base:leatherfurwetmedium] mappers[DryLeatherMedium] overlayMapper,item 1 mapper:DryLeatherMedium,entities/animals/craftRecipes/recipes_leather_prep.txt,86
DryOregano,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Oregano,,,1,Base.OreganoDried,,false,false,Base.Oregano;Base.OreganoDried,Base.Oregano;Base.OreganoDried,,,,,,,,variable-amount: item variable[1:20] [Base.Oregano] ; variable-amount: item variable[1:20] Base.OreganoDried,item variable[1:20] [Base.Oregano],item variable[1:20] Base.OreganoDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,99
DryParsley,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Parsley,,,1,Base.ParsleyDried,,false,false,Base.Parsley;Base.ParsleyDried,Base.Parsley;Base.ParsleyDried,,,,,,,,variable-amount: item variable[1:20] [Base.Parsley] ; variable-amount: item variable[1:20] Base.ParsleyDried,item variable[1:20] [Base.Parsley],item variable[1:20] Base.ParsleyDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,115
DryPoppyPods,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.PoppyPods,,,1,Base.PoppyPodsDried,,false,false,Base.PoppyPods;Base.PoppyPodsDried,Base.PoppyPods;Base.PoppyPodsDried,,,,,,,,variable-amount: item variable[1:20] [Base.PoppyPods] mode:destroy ; variable-amount: item variable[1:20] Base.PoppyPodsDried,item variable[1:20] [Base.PoppyPods] mode:destroy,item variable[1:20] Base.PoppyPodsDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,355
DryRosemary,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Rosemary,,,1,Base.RosemaryDried,,false,false,Base.Rosemary;Base.RosemaryDried,Base.Rosemary;Base.RosemaryDried,,,,,,,,variable-amount: item variable[1:20] [Base.Rosemary] ; variable-amount: item variable[1:20] Base.RosemaryDried,item variable[1:20] [Base.Rosemary],item variable[1:20] Base.RosemaryDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,131
DryRoses,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Roses,,,1,Base.RosePetalsDried,,false,false,Base.RosePetalsDried;Base.Roses,Base.RosePetalsDried;Base.Roses,,,,,,,,variable-amount: item variable[1:20] [Base.Roses] mode:destroy ; variable-amount: item variable[1:20] Base.RosePetalsDried,item variable[1:20] [Base.Roses] mode:destroy,item variable[1:20] Base.RosePetalsDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,323
DryRye,Base,Farming,172800,,DryingRackGrain,,,,,,,,,,Base.RyeSheaf,,,1,Base.RyeSheafDried,,false,false,Base.RyeSheaf;Base.RyeSheafDried,Base.RyeSheaf;Base.RyeSheafDried,,,,,,,,variable-amount: item variable[1:20] [Base.RyeSheaf] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.RyeSheafDried,item variable[1:20] [Base.RyeSheaf] flags[ItemCount] mode:destroy,item variable[1:20] Base.RyeSheafDried,entities/agricultural/workstations/entity_Drying_Rack_craftRecipe.txt,83
DrySage,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Sage,,,1,Base.SageDried,,false,false,Base.Sage;Base.SageDried,Base.Sage;Base.SageDried,,,,,,,,variable-amount: item variable[1:20] [Base.Sage] ; variable-amount: item variable[1:20] Base.SageDried,item variable[1:20] [Base.Sage],item variable[1:20] Base.SageDried,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,147
DrySmallLeather,Base,Farming,604800,,DryLeatherSmall,,,,,,,,,,,base:leathercrudewetsmall;base:leatherfurwetsmall,,1,Base.CalfLeather_Angus_Fur_Tan;Base.CalfLeather_Holstein_Fur_Tan;Base.CalfLeather_Simmental_Fur_Tan;Base.FawnLeather_Fur_Tan;Base.LambLeather_Fur_Tan;Base.Leather_Crude_Small_Tan;Base.PigletLeather_Black_Fur_Tan;Base.PigletLeather_Landrace_Fur_Tan;Base.RabbitLeather_Fur_Tan;Base.RabbitLeather_Grey_Fur_Tan;Base.RaccoonLeather_Grey_Fur_Tan,DryLeatherSmall,false,false,,,,,,,,,,tags-only: item 1 tags[base:leathercrudewetsmall;base:leatherfurwetsmall] mappers[DryLeatherSmall] overlayMapper ; multi-type: item 1 mapper:DryLeatherSmall,item 1 tags[base:leathercrudewetsmall;base:leatherfurwetsmall] mappers[DryLeatherSmall] overlayMapper,item 1 mapper:DryLeatherSmall,entities/animals/craftRecipes/recipes_leather_prep.txt,117
DrySoybeans,Base,Farming,86400,,DryingRackHerb,,,,,,,,,,Base.Soybeans,,,1,Base.SoybeansSeed,,false,false,Base.Soybeans;Base.SoybeansSeed,Base.Soybeans;Base.SoybeansSeed,,,,,,,,variable-amount: item variable[1:20] [Base.Soybeans] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.SoybeansSeed,item variable[1:20] [Base.Soybeans] flags[ItemCount] mode:destroy,item variable[1:20] Base.SoybeansSeed,entities/agricultural/workstations/entity_Herb_Drying_Rack_craftRecipe.txt,307
DrySunflower,Base,Farming,172800,,DryingRackGrain,,,,,,,,,,Base.SunflowerHead,,,1,Base.SunflowerHeadDried,,false,false,Base.SunflowerHead;Base.SunflowerHeadDried,Base.SunflowerHead;Base.SunflowerHeadDried,,,,,,,,variable-amount: item variable[1:20] [Base.SunflowerHead] flags[ItemCount] mode:destroy ; variable-amount: item variable[1:20] Base.SunflowerHeadDried,item variable[1:20] [Base.SunflowerHead] flags[ItemCount] mode:destroy,item variable[1:20] Base.SunflowerHeadDried,entities/agricultural/workstations/entity_Drying_Rack_craftRecipe.txt,19
